"Product Title","Product Description","Product UID","Print File URL","Should Publish Images?"
"Elephant — Green","Graphic elephant illustration in forest green — part of Stine Weirsøe Flamant's elephant series. Bold, warm, and full of character.","framed_fine_arts_poster_mounted_geo_simplified_product_12-0_black_wood_w12xt22-mm_poster-mounting_plexiglass_hor_a4-8x12-inch_200-gsm-80lb-enhanced-uncoated","https://raw.githubusercontent.com/flamant-studio/dayindayin/main/DayInDayIn%20Images/elephants/Elephant%20%E2%80%94%20Green.png","Yes"
"Elephant — Yellow","Elephant in sunny yellow — Stine Weirsøe Flamant's cheerful illustration series in landscape format.","framed_fine_arts_poster_mounted_geo_simplified_product_12-0_black_wood_w12xt22-mm_poster-mounting_plexiglass_hor_a4-8x12-inch_200-gsm-80lb-enhanced-uncoated","https://raw.githubusercontent.com/flamant-studio/dayindayin/main/DayInDayIn%20Images/elephants/Elephant%20%E2%80%94%20Yellow.png","Yes"
"Elephant — Lilac","A dreamy lilac elephant — Stine Weirsøe Flamant's graphic illustration series at its most gentle.","framed_fine_arts_poster_mounted_geo_simplified_product_12-0_black_wood_w12xt22-mm_poster-mounting_plexiglass_hor_a4-8x12-inch_200-gsm-80lb-enhanced-uncoated","https://raw.githubusercontent.com/flamant-studio/dayindayin/main/DayInDayIn%20Images/elephants/Elephant%20%E2%80%94%20Lilac.png","Yes"
"Elephant — Red","Bold red elephant — the warmest, most assertive piece in Stine Weirsøe Flamant's elephant illustration series.","framed_fine_arts_poster_mounted_geo_simplified_product_12-0_black_wood_w12xt22-mm_poster-mounting_plexiglass_hor_a4-8x12-inch_200-gsm-80lb-enhanced-uncoated","https://raw.githubusercontent.com/flamant-studio/dayindayin/main/DayInDayIn%20Images/elephants/Elephant%20%E2%80%94%20Red.png","Yes"
"Tourism — I","First in the Tourism series — landscape photography by Stine Weirsøe Flamant, printed on archival paper. Travel reduced to its essential image.","framed_fine_arts_poster_mounted_geo_simplified_product_12-0_black_wood_w12xt22-mm_poster-mounting_plexiglass_hor_a4-8x12-inch_200-gsm-80lb-enhanced-uncoated","https://raw.githubusercontent.com/flamant-studio/dayindayin/main/DayInDayIn%20Images/tourism/Tourism%20%E2%80%94%20I.jpg","Yes"
"Tourism — III","Third Tourism photograph by Stine Weirsøe Flamant — quiet observation of place and light.","framed_fine_arts_poster_mounted_geo_simplified_product_12-0_black_wood_w12xt22-mm_poster-mounting_plexiglass_hor_a4-8x12-inch_200-gsm-80lb-enhanced-uncoated","https://raw.githubusercontent.com/flamant-studio/dayindayin/main/DayInDayIn%20Images/tourism/Tourism%20%E2%80%94%20III.jpg","Yes"
"Tourism — IV","Fourth and final piece in the Tourism series by Stine Weirsøe Flamant. Landscape, light, stillness.","framed_fine_arts_poster_mounted_geo_simplified_product_12-0_black_wood_w12xt22-mm_poster-mounting_plexiglass_hor_a4-8x12-inch_200-gsm-80lb-enhanced-uncoated","https://raw.githubusercontent.com/flamant-studio/dayindayin/main/DayInDayIn%20Images/tourism/Tourism%20%E2%80%94%20IV.jpg","Yes"
"Blue Flower on Green Wood","A single blue flower against textured green wood — Stine Weirsøe Flamant's close attention to the ordinary made extraordinary.","framed_fine_arts_poster_mounted_geo_simplified_product_12-0_black_wood_w12xt22-mm_poster-mounting_plexiglass_hor_a4-8x12-inch_200-gsm-80lb-enhanced-uncoated","https://raw.githubusercontent.com/flamant-studio/dayindayin/main/DayInDayIn%20Images/flowers/Blue%20Flower%20on%20Green%20Wood.png","Yes"
"Dead Flowers","Dried flowers, still beautiful — Stine Weirsøe Flamant's photograph of decay and persistence. Quiet still life.","framed_fine_arts_poster_mounted_geo_simplified_product_12-0_black_wood_w12xt22-mm_poster-mounting_plexiglass_hor_a4-8x12-inch_200-gsm-80lb-enhanced-uncoated","https://raw.githubusercontent.com/flamant-studio/dayindayin/main/DayInDayIn%20Images/flowers/Dead%20Flowers.png","Yes"
"Flowers on Linen","Flowers arranged on raw linen — soft, Nordic, considered. Photography by Stine Weirsøe Flamant.","framed_fine_arts_poster_mounted_geo_simplified_product_12-0_black_wood_w12xt22-mm_poster-mounting_plexiglass_hor_a4-8x12-inch_200-gsm-80lb-enhanced-uncoated","https://raw.githubusercontent.com/flamant-studio/dayindayin/main/DayInDayIn%20Images/flowers/Flowers%20on%20Linen.png","Yes"
"No Ordinary Stone","A stone that refuses to be unremarkable — Stine Weirsøe Flamant's photographic eye finds form and colour in the overlooked.","framed_fine_arts_poster_mounted_geo_simplified_product_12-0_black_wood_w12xt22-mm_poster-mounting_plexiglass_hor_a4-8x12-inch_200-gsm-80lb-enhanced-uncoated","https://raw.githubusercontent.com/flamant-studio/dayindayin/main/DayInDayIn%20Images/flowers/No%20Ordinary%20Stone.png","Yes"
"On the Light Table","Objects on a light table — transparency, glow, and the quiet curiosity of Stine Weirsøe Flamant's studio photography.","framed_fine_arts_poster_mounted_geo_simplified_product_12-0_black_wood_w12xt22-mm_poster-mounting_plexiglass_hor_a4-8x12-inch_200-gsm-80lb-enhanced-uncoated","https://raw.githubusercontent.com/flamant-studio/dayindayin/main/DayInDayIn%20Images/flowers/On%20the%20Light%20Table.png","Yes"
"Purple Flower","A purple flower, close — Stine Weirsøe Flamant's photograph at the edge of abstraction. Colour first, subject second.","framed_fine_arts_poster_mounted_geo_simplified_product_12-0_black_wood_w12xt22-mm_poster-mounting_plexiglass_hor_a4-8x12-inch_200-gsm-80lb-enhanced-uncoated","https://raw.githubusercontent.com/flamant-studio/dayindayin/main/DayInDayIn%20Images/flowers/Purple%20Flower.png","Yes"
"Red and Green Moss","Moss in two colours — Stine Weirsøe Flamant's nature photography, finding graphic composition in organic texture.","framed_fine_arts_poster_mounted_geo_simplified_product_12-0_black_wood_w12xt22-mm_poster-mounting_plexiglass_hor_a4-8x12-inch_200-gsm-80lb-enhanced-uncoated","https://raw.githubusercontent.com/flamant-studio/dayindayin/main/DayInDayIn%20Images/flowers/Red%20and%20Green%20Moss.png","Yes"
"Vase on Stool","Still life with a vase on a stool — classic subject, contemporary eye. Photography by Stine Weirsøe Flamant.","framed_fine_arts_poster_mounted_geo_simplified_product_12-0_black_wood_w12xt22-mm_poster-mounting_plexiglass_hor_a4-8x12-inch_200-gsm-80lb-enhanced-uncoated","https://raw.githubusercontent.com/flamant-studio/dayindayin/main/DayInDayIn%20Images/flowers/Vase%20on%20Stool.png","Yes"
"Taped Objects","A collection of everyday objects, taped and arranged — Stine Weirsøe Flamant's playful still life photography.","framed_fine_arts_poster_mounted_geo_simplified_product_12-0_black_wood_w12xt22-mm_poster-mounting_plexiglass_hor_a4-8x12-inch_200-gsm-80lb-enhanced-uncoated","https://raw.githubusercontent.com/flamant-studio/dayindayin/main/DayInDayIn%20Images/various/Taped%20Objects.png","Yes"
"Purple Sun","Hand-tufted sun in deep purple — Stine Weirsøe Flamant's textile art photographed as a fine art print. Original wall piece.","framed_fine_arts_poster_mounted_geo_simplified_product_12-0_black_wood_w12xt22-mm_poster-mounting_plexiglass_hor_a4-8x12-inch_200-gsm-80lb-enhanced-uncoated","https://raw.githubusercontent.com/flamant-studio/dayindayin/main/DayInDayIn%20Images/tufting/Purple%20Sun.jpg","Yes"
"Candy I","Candy-coloured tufted textile work by Stine Weirsøe Flamant — joyful, handmade, printed as a high-quality art print.","framed_fine_arts_poster_mounted_geo_simplified_product_12-0_black_wood_w12xt22-mm_poster-mounting_plexiglass_hor_a4-8x12-inch_200-gsm-80lb-enhanced-uncoated","https://raw.githubusercontent.com/flamant-studio/dayindayin/main/DayInDayIn%20Images/tufting/Candy%20I.jpg","Yes"
"Orange Sun","A tufted sun in warm orange — Stine Weirsøe Flamant's handmade textile art documented as a fine art print.","framed_fine_arts_poster_mounted_geo_simplified_product_12-0_black_wood_w12xt22-mm_poster-mounting_plexiglass_hor_a4-8x12-inch_200-gsm-80lb-enhanced-uncoated","https://raw.githubusercontent.com/flamant-studio/dayindayin/main/DayInDayIn%20Images/tufting/Orange%20Sun.jpg","Yes"
"Rainbow II","Second rainbow tufting — Stine Weirsøe Flamant's hand-tufted textile arch in full spectrum colour.","framed_fine_arts_poster_mounted_geo_simplified_product_12-0_black_wood_w12xt22-mm_poster-mounting_plexiglass_hor_a4-8x12-inch_200-gsm-80lb-enhanced-uncoated","https://raw.githubusercontent.com/flamant-studio/dayindayin/main/DayInDayIn%20Images/tufting/Rainbow%20II.png","Yes"
"Round Earth","A tufted round earth — Stine Weirsøe Flamant's circular textile form, printed as a fine art photograph of the original work.","framed_fine_arts_poster_mounted_geo_simplified_product_12-0_black_wood_w12xt22-mm_poster-mounting_plexiglass_hor_a4-8x12-inch_200-gsm-80lb-enhanced-uncoated","https://raw.githubusercontent.com/flamant-studio/dayindayin/main/DayInDayIn%20Images/tufting/Round%20Earth.jpg","Yes"
"Floral Thing","A tufted floral textile piece by Stine Weirsøe Flamant — small format, dense texture, handmade.","framed_fine_arts_poster_mounted_geo_simplified_product_12-0_black_wood_w12xt22-mm_poster-mounting_plexiglass_hor_a4-8x12-inch_200-gsm-80lb-enhanced-uncoated","https://raw.githubusercontent.com/flamant-studio/dayindayin/main/DayInDayIn%20Images/tufting/Floral%20Thing.jpg","Yes"
"Sitspot Large","Large tufted sitting spot by Stine Weirsøe Flamant — a functional textile object photographed as art.","framed_fine_arts_poster_mounted_geo_simplified_product_12-0_black_wood_w12xt22-mm_poster-mounting_plexiglass_hor_a4-8x12-inch_200-gsm-80lb-enhanced-uncoated","https://raw.githubusercontent.com/flamant-studio/dayindayin/main/DayInDayIn%20Images/tufting/Sitspot%20Large.png","Yes"
"Elsk","""Love"" in Danish — tufted text work by Stine Weirsøe Flamant. One word, handmade, on the wall.","framed_fine_arts_poster_mounted_geo_simplified_product_12-0_black_wood_w12xt22-mm_poster-mounting_plexiglass_hor_a4-8x12-inch_200-gsm-80lb-enhanced-uncoated","https://raw.githubusercontent.com/flamant-studio/dayindayin/main/DayInDayIn%20Images/tufting/Elsk.png","Yes"
