"Product Title","Product Description","Product UID","Print File URL","Should Publish Images?"
"Mask — I","A hand-drawn mask in expressive line — first in Stine Weirsøe Flamant's mask series. Ink on paper, scanned and printed.","mask-i","https://raw.githubusercontent.com/flamant-studio/dayindayin/main/DayInDayIn%20Images/masks/Mask%20%E2%80%94%20I%20cropped.png","true"
"Mask — II","Second mask in Stine Weirsøe Flamant's series of hand-drawn mask studies. Rich texture, bold presence.","mask-ii","https://raw.githubusercontent.com/flamant-studio/dayindayin/main/DayInDayIn%20Images/masks/Mask%20%E2%80%94%20II.png","true"
"Mask — III","Third mask study by Stine Weirsøe Flamant. Each mask in the series carries its own character and emotional weight.","mask-iii","https://raw.githubusercontent.com/flamant-studio/dayindayin/main/DayInDayIn%20Images/masks/Mask%20%E2%80%94%20III.png","true"
"Mask — Blasé","A Procreate digital mask portrait — detached, knowing, slightly bored. Part of Stine Weirsøe Flamant's digital mask series.","mask-blase","https://raw.githubusercontent.com/flamant-studio/dayindayin/main/DayInDayIn%20Images/masks/Mask%20%E2%80%94%20Blas%C3%A9.png","true"
"Mask — Calling","A mask that reaches out — digital Procreate work by Stine Weirsøe Flamant exploring gesture and identity through masked figures.","mask-calling","https://raw.githubusercontent.com/flamant-studio/dayindayin/main/DayInDayIn%20Images/masks/Mask%20%E2%80%94%20Calling.png","true"
"Mask — Dream","Softly surreal — a masked figure caught in something between sleep and thought. Digital work by Stine Weirsøe Flamant.","mask-dream","https://raw.githubusercontent.com/flamant-studio/dayindayin/main/DayInDayIn%20Images/masks/Mask%20%E2%80%94%20Dream.png","true"
"Mask — Conformist","A mask that wears its role well — Stine Weirsøe Flamant's wry take on social performance and conformity. Procreate digital art.","mask-conformist","https://raw.githubusercontent.com/flamant-studio/dayindayin/main/DayInDayIn%20Images/masks/Mask%20%E2%80%94%20Conformist.png","true"
"Mask Study","A looser, more exploratory mask drawing. Stine Weirsøe Flamant's Procreate sketch work at its most raw and immediate.","mask-study","https://raw.githubusercontent.com/flamant-studio/dayindayin/main/DayInDayIn%20Images/masks/Mask%20Study.png","true"
"Moon Face","A face caught in lunar light — soft and otherworldly. Digital Procreate work by Stine Weirsøe Flamant.","moon-face","https://raw.githubusercontent.com/flamant-studio/dayindayin/main/DayInDayIn%20Images/masks/Moon%20Face.png","true"
"Solar Face","A face turned toward the sun — radiating warmth and bold colour. Procreate digital art by Stine Weirsøe Flamant.","solar-face","https://raw.githubusercontent.com/flamant-studio/dayindayin/main/DayInDayIn%20Images/masks/Solar%20Face.png","true"
"Sri Lanka Masks","Inspired by Sri Lankan ceremonial masks, this painting captures their vivid theatricality. Oil on board by Stine Weirsøe Flamant.","sri-lanka-masks","https://raw.githubusercontent.com/flamant-studio/dayindayin/main/DayInDayIn%20Images/masks/Sri%20Lanka%20Masks.jpg","true"
"Sea Monsters — Steel","Playful sea creatures in a cool steel palette. Part of Stine Weirsøe Flamant's Sea Monsters digital series — strange, charming, deeply original.","sea-monsters-steel","https://raw.githubusercontent.com/flamant-studio/dayindayin/main/DayInDayIn%20Images/patterns/Sea%20Monsters%20%E2%80%94%20Steel.png","true"
"Sea Monsters — Blue","Sea Monsters in deep ocean blue — Stine Weirsøe Flamant's quirky underwater world in landscape format.","sea-monsters-blue","https://raw.githubusercontent.com/flamant-studio/dayindayin/main/DayInDayIn%20Images/patterns/Sea%20Monsters%20%E2%80%94%20Blue.png","true"
"Sea Monsters — Gold","Sea Monsters in warm gold — the same beloved creatures in a richer, more celebratory palette. Stine Weirsøe Flamant.","sea-monsters-gold","https://raw.githubusercontent.com/flamant-studio/dayindayin/main/DayInDayIn%20Images/patterns/Sea%20Monsters%20%E2%80%94%20Gold.png","true"
"Sea Monsters — Cream","A quieter, cream-toned take on the Sea Monsters series. Soft and elegant — Stine Weirsøe Flamant.","sea-monsters-cream","https://raw.githubusercontent.com/flamant-studio/dayindayin/main/DayInDayIn%20Images/patterns/Sea%20Monsters%20%E2%80%94%20Cream.png","true"
"Monsters — Pattern","The full monster pattern — a repeat print built from Stine Weirsøe Flamant's creature drawings. Playful, dense, and endlessly surprising.","monsters-pattern","https://raw.githubusercontent.com/flamant-studio/dayindayin/main/DayInDayIn%20Images/patterns/Monsters%20%E2%80%94%20Pattern.png","true"
"Kaninskoven","Rabbit forest — a tile pattern of dense woodland populated by small animals. Stine Weirsøe Flamant's intricate repeat print design.","kaninskoven","https://raw.githubusercontent.com/flamant-studio/dayindayin/main/DayInDayIn%20Images/patterns/Kaninskoven.png","true"
"Botanical — Noir","Dark botanical composition with a rich, moody palette. Stine Weirsøe Flamant's digital exploration of plant forms and layered colour.","botanical-noir","https://raw.githubusercontent.com/flamant-studio/dayindayin/main/DayInDayIn%20Images/botanical/Botanical%20%E2%80%94%20Noir.png","true"
"Botanical — Blanc","A lighter, airy botanical composition — soft forms and summer colours. Procreate digital work by Stine Weirsøe Flamant.","botanical-blanc","https://raw.githubusercontent.com/flamant-studio/dayindayin/main/DayInDayIn%20Images/botanical/Botanical%20%E2%80%94%20Blanc.png","true"
"Garden — Cream","A garden in cream tones — delicate flowers and loose botanical forms. Part of Stine Weirsøe Flamant's Garden series.","garden-cream","https://raw.githubusercontent.com/flamant-studio/dayindayin/main/DayInDayIn%20Images/botanical/Garden%20%E2%80%94%20Cream.png","true"
"Garden — Sky","Garden compositions set against an open sky blue. Stine Weirsøe Flamant's botanical Procreate series.","garden-sky","https://raw.githubusercontent.com/flamant-studio/dayindayin/main/DayInDayIn%20Images/botanical/Garden%20%E2%80%94%20Sky.png","true"
"Garden — Lavender","Botanical forms in soft lavender — the Garden series by Stine Weirsøe Flamant in its most meditative mood.","garden-lavender","https://raw.githubusercontent.com/flamant-studio/dayindayin/main/DayInDayIn%20Images/botanical/Garden%20%E2%80%94%20Lavender.png","true"
"Garden — Sage","Garden in sage green — earthy, quiet, grounded. Part of Stine Weirsøe Flamant's four-season Garden series.","garden-sage","https://raw.githubusercontent.com/flamant-studio/dayindayin/main/DayInDayIn%20Images/botanical/Garden%20%E2%80%94%20Sage.png","true"
"Floating Poppies","Poppies drifting across a pale field — loose, graphic, free. Stine Weirsøe Flamant's Procreate botanical work.","floating-poppies","https://raw.githubusercontent.com/flamant-studio/dayindayin/main/DayInDayIn%20Images/botanical/Floating%20Poppies.png","true"
"Night Poppies","Poppies after dark — deep tones, quiet drama. Stine Weirsøe Flamant's digital botanical work.","night-poppies","https://raw.githubusercontent.com/flamant-studio/dayindayin/main/DayInDayIn%20Images/botanical/Night%20Poppies.png","true"
"Poppy Field","A whole field of poppies — Stine Weirsøe Flamant's loose, expressive digital interpretation of a classic subject.","poppy-field","https://raw.githubusercontent.com/flamant-studio/dayindayin/main/DayInDayIn%20Images/botanical/Poppy%20Field.png","true"
"Forget-Me-Not","The small blue flower rendered in bold digital stroke — tender subject, graphic treatment. Stine Weirsøe Flamant.","forget-me-not","https://raw.githubusercontent.com/flamant-studio/dayindayin/main/DayInDayIn%20Images/botanical/Forget-Me-Not.png","true"
"Colour Exploration I","First in a series of pure colour studies — Stine Weirsøe Flamant working through a botanical palette in Procreate.","colour-exploration-i","https://raw.githubusercontent.com/flamant-studio/dayindayin/main/DayInDayIn%20Images/botanical/Colour_Exploration%201.png","true"
"Colour Exploration II","Second colour study from Stine Weirsøe Flamant's botanical Procreate series — layered, lush, experimental.","colour-exploration-ii","https://raw.githubusercontent.com/flamant-studio/dayindayin/main/DayInDayIn%20Images/botanical/Colour_Exploration%202.png","true"
"Colour Exploration III","Third colour study from Stine Weirsøe Flamant's botanical Procreate series.","colour-exploration-iii","https://raw.githubusercontent.com/flamant-studio/dayindayin/main/DayInDayIn%20Images/botanical/Colour_Exploration%203.png","true"
"Style Exploration","An exploratory Procreate work by Stine Weirsøe Flamant — loose mark-making and colour testing from the studio.","style-exploration","https://raw.githubusercontent.com/flamant-studio/dayindayin/main/DayInDayIn%20Images/botanical/Style_Exploration.png","true"
"Sleeping Cat","A cat, entirely at rest — soft digital lines, warm palette. Stine Weirsøe Flamant's tender Procreate portrait of feline stillness.","sleeping-cat","https://raw.githubusercontent.com/flamant-studio/dayindayin/main/DayInDayIn%20Images/animals/Sleeping%20Cat.png","true"
"Two Cats","Two cats — one frame, twice the personality. Digital Procreate work by Stine Weirsøe Flamant.","two-cats","https://raw.githubusercontent.com/flamant-studio/dayindayin/main/DayInDayIn%20Images/animals/Two%20Cats.png","true"
"Zebra","A zebra study in bold graphic lines — pattern meeting animal form. Stine Weirsøe Flamant.","zebra","https://raw.githubusercontent.com/flamant-studio/dayindayin/main/DayInDayIn%20Images/animals/Zebra.jpg","true"
"Elephant — Green","Graphic elephant illustration in forest green — part of Stine Weirsøe Flamant's elephant series. Bold, warm, and full of character.","elephant-green","https://raw.githubusercontent.com/flamant-studio/dayindayin/main/DayInDayIn%20Images/elephants/Elephant%20%E2%80%94%20Green.png","true"
"Elephant — Yellow","Elephant in sunny yellow — Stine Weirsøe Flamant's cheerful illustration series in landscape format.","elephant-yellow","https://raw.githubusercontent.com/flamant-studio/dayindayin/main/DayInDayIn%20Images/elephants/Elephant%20%E2%80%94%20Yellow.png","true"
"Elephant — Lilac","A dreamy lilac elephant — Stine Weirsøe Flamant's graphic illustration series at its most gentle.","elephant-lilac","https://raw.githubusercontent.com/flamant-studio/dayindayin/main/DayInDayIn%20Images/elephants/Elephant%20%E2%80%94%20Lilac.png","true"
"Elephant — Red","Bold red elephant — the warmest, most assertive piece in Stine Weirsøe Flamant's elephant illustration series.","elephant-red","https://raw.githubusercontent.com/flamant-studio/dayindayin/main/DayInDayIn%20Images/elephants/Elephant%20%E2%80%94%20Red.png","true"
"Tourism — I","First in the Tourism series — landscape photography by Stine Weirsøe Flamant, printed on archival paper. Travel reduced to its essential image.","tourism-i","https://raw.githubusercontent.com/flamant-studio/dayindayin/main/DayInDayIn%20Images/tourism/Tourism%20%E2%80%94%20I.jpg","true"
"Tourism — II","Second in the Tourism series by Stine Weirsøe Flamant. Landscape photography printed on fine art paper.","tourism-ii","https://raw.githubusercontent.com/flamant-studio/dayindayin/main/DayInDayIn%20Images/tourism/Tourism%20%E2%80%94%20II.jpg","true"
"Tourism — III","Third Tourism photograph by Stine Weirsøe Flamant — quiet observation of place and light.","tourism-iii","https://raw.githubusercontent.com/flamant-studio/dayindayin/main/DayInDayIn%20Images/tourism/Tourism%20%E2%80%94%20III.jpg","true"
"Tourism — IV","Fourth and final piece in the Tourism series by Stine Weirsøe Flamant. Landscape, light, stillness.","tourism-iv","https://raw.githubusercontent.com/flamant-studio/dayindayin/main/DayInDayIn%20Images/tourism/Tourism%20%E2%80%94%20IV.jpg","true"
"Blue Flower on Green Wood","A single blue flower against textured green wood — Stine Weirsøe Flamant's close attention to the ordinary made extraordinary.","blue-flower-on-green-wood","https://raw.githubusercontent.com/flamant-studio/dayindayin/main/DayInDayIn%20Images/flowers/Blue%20Flower%20on%20Green%20Wood.png","true"
"Dead Flowers","Dried flowers, still beautiful — Stine Weirsøe Flamant's photograph of decay and persistence. Quiet still life.","dead-flowers","https://raw.githubusercontent.com/flamant-studio/dayindayin/main/DayInDayIn%20Images/flowers/Dead%20Flowers.png","true"
"Flowers on Linen","Flowers arranged on raw linen — soft, Nordic, considered. Photography by Stine Weirsøe Flamant.","flowers-on-linen","https://raw.githubusercontent.com/flamant-studio/dayindayin/main/DayInDayIn%20Images/flowers/Flowers%20on%20Linen.png","true"
"No Ordinary Stone","A stone that refuses to be unremarkable — Stine Weirsøe Flamant's photographic eye finds form and colour in the overlooked.","no-ordinary-stone","https://raw.githubusercontent.com/flamant-studio/dayindayin/main/DayInDayIn%20Images/flowers/No%20Ordinary%20Stone.png","true"
"On the Light Table","Objects on a light table — transparency, glow, and the quiet curiosity of Stine Weirsøe Flamant's studio photography.","on-the-light-table","https://raw.githubusercontent.com/flamant-studio/dayindayin/main/DayInDayIn%20Images/flowers/On%20the%20Light%20Table.png","true"
"Purple Flower","A purple flower, close — Stine Weirsøe Flamant's photograph at the edge of abstraction. Colour first, subject second.","purple-flower","https://raw.githubusercontent.com/flamant-studio/dayindayin/main/DayInDayIn%20Images/flowers/Purple%20Flower.png","true"
"Red and Green Moss","Moss in two colours — Stine Weirsøe Flamant's nature photography, finding graphic composition in organic texture.","red-and-green-moss","https://raw.githubusercontent.com/flamant-studio/dayindayin/main/DayInDayIn%20Images/flowers/Red%20and%20Green%20Moss.png","true"
"Vase on Stool","Still life with a vase on a stool — classic subject, contemporary eye. Photography by Stine Weirsøe Flamant.","vase-on-stool","https://raw.githubusercontent.com/flamant-studio/dayindayin/main/DayInDayIn%20Images/flowers/Vase%20on%20Stool.png","true"
"Taped Objects","A collection of everyday objects, taped and arranged — Stine Weirsøe Flamant's playful still life photography.","taped-objects","https://raw.githubusercontent.com/flamant-studio/dayindayin/main/DayInDayIn%20Images/various/Taped%20Objects.png","true"
"Purple Sun","Hand-tufted sun in deep purple — Stine Weirsøe Flamant's textile art photographed as a fine art print. Original wall piece.","purple-sun","https://raw.githubusercontent.com/flamant-studio/dayindayin/main/DayInDayIn%20Images/tufting/Purple%20Sun.jpg","true"
"Candy I","Candy-coloured tufted textile work by Stine Weirsøe Flamant — joyful, handmade, printed as a high-quality art print.","candy-i","https://raw.githubusercontent.com/flamant-studio/dayindayin/main/DayInDayIn%20Images/tufting/Candy%20I.jpg","true"
"Orange Sun","A tufted sun in warm orange — Stine Weirsøe Flamant's handmade textile art documented as a fine art print.","orange-sun","https://raw.githubusercontent.com/flamant-studio/dayindayin/main/DayInDayIn%20Images/tufting/Orange%20Sun.jpg","true"
"Rainbow II","Second rainbow tufting — Stine Weirsøe Flamant's hand-tufted textile arch in full spectrum colour.","rainbow-ii","https://raw.githubusercontent.com/flamant-studio/dayindayin/main/DayInDayIn%20Images/tufting/Rainbow%20II.png","true"
"Round Earth","A tufted round earth — Stine Weirsøe Flamant's circular textile form, printed as a fine art photograph of the original work.","round-earth","https://raw.githubusercontent.com/flamant-studio/dayindayin/main/DayInDayIn%20Images/tufting/Round%20Earth.jpg","true"
"Floral Thing","A tufted floral textile piece by Stine Weirsøe Flamant — small format, dense texture, handmade.","floral-thing","https://raw.githubusercontent.com/flamant-studio/dayindayin/main/DayInDayIn%20Images/tufting/Floral%20Thing.jpg","true"
"Sitspot Large","Large tufted sitting spot by Stine Weirsøe Flamant — a functional textile object photographed as art.","sitspot-large","https://raw.githubusercontent.com/flamant-studio/dayindayin/main/DayInDayIn%20Images/tufting/Sitspot%20Large.png","true"
"Elsk","""Love"" in Danish — tufted text work by Stine Weirsøe Flamant. One word, handmade, on the wall.","elsk","https://raw.githubusercontent.com/flamant-studio/dayindayin/main/DayInDayIn%20Images/tufting/Elsk.png","true"
"Geometric Garden","Garden forms reduced to geometry — Stine Weirsøe Flamant's Procreate work where botanical meets minimal.","geometric-garden","https://raw.githubusercontent.com/flamant-studio/dayindayin/main/DayInDayIn%20Images/various/Geometric%20Garden.png","true"
"Sommerby","Inspired by Sommerby — Stine Weirsøe Flamant's digital work capturing the atmosphere of a Danish summer place.","sommerby","https://raw.githubusercontent.com/flamant-studio/dayindayin/main/DayInDayIn%20Images/various/Sommerby.png","true"
